lad_name,gt_id,gt_page_id,gt_globe,gt_primary,gt_lat,gt_lon,gt_dim,gt_type,gt_name,gt_country,gt_region,page_id,page_namespace,page_title,page_restrictions,page_is_redirect,page_is_new,page_random,page_touched,page_links_updated,page_latest,page_len,page_content_model,page_lang
Barking and Dagenham,598250437,51135731,earth,1,51.53147222,0.11876944,625,NULL,NULL,GB,NULL,51135731,0,Capital_Karts,NA,0,0,0.254152813233,20201216215848,20200713110341,967458632,4710,wikitext,NULL
Barking and Dagenham,598823510,51888773,earth,1,51.5435,0.0945,1000,NULL,NULL,NULL,NULL,51888773,0,"St_Erkenwald's_Church,_Barking",NA,0,0,0.614624613362,20201216215927,20201215051135,931573389,1280,wikitext,NULL
Barking and Dagenham,603186878,51888589,earth,1,51.52845,0.0997,1000,NULL,NULL,NULL,NULL,51888589,0,"Christ_Church,_Barking",NA,0,0,0.98371436639,20201216215927,20201209164134,993251680,1155,wikitext,NULL
Barking and Dagenham,607486862,51509132,earth,1,51.58367222,0.14256389,312,NULL,NULL,GB,NULL,51509132,0,Marks_(manor_house),NA,0,0,0.701080536388,20201229223233,20201229230547,997080612,5503,wikitext,NULL
Barking and Dagenham,608712739,54638106,earth,1,51.57113889,0.13619444,61,landmark,NULL,GB,NULL,54638106,0,"St_Chad's_Church,_Chadwell_Heath",NA,0,0,0.56552049251,20201219173351,20201219204546,988687874,1350,wikitext,NULL
Barking and Dagenham,619973012,51888702,earth,1,51.5337,0.0952,1000,NULL,NULL,NULL,NULL,51888702,0,"St_Patrick's_Church,_Barking",NA,0,0,0.041136441203,20201216215927,20200823034221,852075217,1564,wikitext,NULL
Barking and Dagenham,629910456,2755620,earth,1,51.5358,0.0785,6000,adm3rd,NULL,GB,BDG,2755620,0,Municipal_Borough_of_Barking,NA,0,0,0.815126269637,20201216212633,20201127193013,954334506,7957,wikitext,NULL
Barking and Dagenham,629910457,2755630,earth,1,51.5609,0.1556,10000,adm3rd,NULL,GB,BDG,2755630,0,Municipal_Borough_of_Dagenham,NA,0,0,0.332697530701,20201216212633,20201127193013,919214245,8054,wikitext,NULL
Barking and Dagenham,630857103,10608718,earth,0,51.54,0.13,1000,NULL,NULL,GB,NULL,10608718,0,List_of_United_Kingdom_locations:_Bea-Bem,NA,0,0,0.919305069304,20201216213139,20201212172747,963730060,75859,wikitext,NULL
Barking and Dagenham,630912073,12103181,earth,0,51.52,0.11,1000,NULL,NULL,GB,NULL,12103181,0,List_of_United_Kingdom_locations:_Car-Cd,NA,0,0,0.864696064966,20201216213225,20201212172751,970019864,100897,wikitext,NULL
Barking and Dagenham,630914376,12118669,earth,0,51.53555556,0.07527778,1000,landmark,Barking Abbey,GB,NULL,12118669,0,List_of_monastic_houses_in_London,NA,0,0,0.713440148474,20201218212714,20201218212743,995033992,62379,wikitext,NULL
Barking and Dagenham,630915342,12118951,earth,0,51.53,0.13,10000,city,NULL,GB,NULL,12118951,0,List_of_United_Kingdom_locations:_Da-Dam,NA,0,0,0.549419212895,20201216213225,20201212172744,974370943,30781,wikitext,NULL
Barking and Dagenham,630917736,12154338,earth,0,51.54,0.08,1000,NULL,NULL,GB,NULL,12154338,0,List_of_United_Kingdom_locations:_Fa-Fe,NA,0,0,0.526490358062,20201216213227,20201212172751,989030513,80835,wikitext,NULL
Barking and Dagenham,630929681,12249690,earth,0,51.54,0.07,1000,NULL,NULL,GB,NULL,12249690,0,List_of_United_Kingdom_locations:_Low-Loz,NA,0,0,0.6511663458249999,20201216213229,20201212172751,893632305,107081,wikitext,NULL
Barking and Dagenham,630937123,12281993,earth,0,51.55,0.18,1000,NULL,NULL,GB,NULL,12281993,0,List_of_United_Kingdom_locations:_Ri-Ror,NA,0,0,0.277943859509,20201217223627,20201217223627,994861312,86185,wikitext,NULL
Barking and Dagenham,631637441,20413990,earth,0,51.5487,0.1427,1000,NULL,Becontree,NULL,NULL,20413990,0,List_of_council_estates_in_the_United_Kingdom,NA,0,0,0.33302471765,20201230220251,20201230220251,997299040,11624,wikitext,NULL
Barking and Dagenham,632199694,26220374,earth,0,51.536,0.077,10000,city,Barking,GB,NULL,26220374,0,List_of_market_towns_in_London,NA,0,0,0.711671493593,20201216214153,20200922221852,968608922,6792,wikitext,NULL
Barking and Dagenham,632199696,26220374,earth,0,51.536,0.077,10000,city,Bromley,GB,NULL,26220374,0,List_of_market_towns_in_London,NA,0,0,0.711671493593,20201216214153,20200922221852,968608922,6792,wikitext,NULL
Barking and Dagenham,632199700,26220374,earth,0,51.536,0.077,10000,city,Kingston upon Thames,GB,NULL,26220374,0,List_of_market_towns_in_London,NA,0,0,0.711671493593,20201216214153,20200922221852,968608922,6792,wikitext,NULL
Barking and Dagenham,632645377,29635619,earth,1,51.525,0.103,1000,NULL,NULL,NULL,NULL,29635619,0,Green_Enterprise_District,NA,0,0,0.838714626781,20201218082341,20201218082648,994932416,3549,wikitext,NULL
Barking and Dagenham,633528969,40948876,earth,1,51.556,0.185,1000,landmark,NULL,GB,BNE,40948876,0,The_Chase_Nature_Reserve,NA,0,0,0.457065666659,20201229200057,20201229203618,997052771,5165,wikitext,NULL
Barking and Dagenham,633529032,40955292,earth,1,51.544,0.179,1000,landmark,NULL,GB,BNE,40955292,0,Beam_Valley_Country_Park,NA,0,0,0.930126820982,20201216215202,20200924193208,920907053,4464,wikitext,NULL
Barking and Dagenham,633529049,40957470,earth,1,51.5403,0.1111,1000,landmark,NULL,GB,BNE,40957470,0,Mayesbrook_Park,NA,0,0,0.846386348707,20201216215202,20201126114220,958122195,4298,wikitext,NULL
Barking and Dagenham,633529056,40958479,earth,1,51.544,0.134,1000,landmark,NULL,GB,BNE,40958479,0,Parsloes_Park,NA,0,0,0.966663459164,20201216215202,20201126114220,954113026,3195,wikitext,NULL
Barking and Dagenham,633532156,41012431,earth,1,51.524,0.114,1000,landmark,NULL,GB,BNE,41012431,0,Ripple_Nature_Reserve,NA,0,0,0.948366723411,20210101032229,20210101034613,997558446,2462,wikitext,NULL
Barking and Dagenham,633533470,41026574,earth,1,51.529,0.135,1000,landmark,NULL,GB,BNE,41026574,0,Scrattons_Eco_Park,NA,0,0,0.585109976549,20201216215205,20200924193217,918209485,2255,wikitext,NULL
Barking and Dagenham,634537014,38970411,earth,1,51.53899444,0.06826111,156,NULL,NULL,GB,NULL,38970411,0,City_of_Faith_Church,NA,0,0,0.500891198461,20201216214957,20201208065808,970035032,11271,wikitext,NULL
Barking and Dagenham,636235822,3245286,earth,1,51.55,0.18,1000,landmark,NULL,GB,BNE,3245286,0,Eastbrookend_Country_Park,NA,0,0,0.553758947029,20201216212706,20201215182259,929133233,2829,wikitext,NULL
Barking and Dagenham,636394290,52139733,earth,0,51.52777778,0.13944444,1000,NULL,NULL,GB,NULL,52139733,0,Dagenham_Greyhound_Stadium,NA,0,0,0.688035841883,20201216215936,20201208034124,916561050,4874,wikitext,NULL
Barking and Dagenham,638022551,21897242,earth,0,51.52166667,0.15055556,1000,landmark,Dagenham wind turbines,GB,NULL,21897242,0,List_of_onshore_wind_farms_in_the_United_Kingdom,NA,0,0,0.5176035059,20201231011252,20201231014250,997333132,97623,wikitext,NULL
Barking and Dagenham,638547514,12377762,earth,1,51.531,0.09,1000,landmark,NULL,GB,NULL,12377762,0,Greatfields_Park,NA,0,0,0.845367733106,20201216213233,20201008114542,864794087,1099,wikitext,NULL
Barking and Dagenham,638806164,40956829,earth,1,51.5387,0.1614,1000,landmark,NULL,GB,BNE,40956829,0,Dagenham_Village_Churchyard,NA,0,0,0.943895615546,20201216215202,20201010001508,970766431,3142,wikitext,NULL
Barking and Dagenham,640136437,19177571,earth,1,51.525,0.154,10000,adm3rd,NULL,GB,BDG,19177571,0,River_(Barking_and_Dagenham_ward),NA,0,0,0.823263203772,20201221134906,20201221135507,837188908,2368,wikitext,NULL
Barking and Dagenham,640136438,19176795,earth,1,51.538,0.079,10000,adm3rd,NULL,GB,BDG,19176795,0,Abbey_(Barking_and_Dagenham_ward),NA,0,0,0.686436350387,20201221134906,20201221135507,926897699,2229,wikitext,NULL
Barking and Dagenham,640136463,19185652,earth,1,51.524,0.112,10000,adm3rd,NULL,GB,BDG,19185652,0,Thames_(ward),NA,0,0,0.63104859908,20201221134906,20201221135507,991216095,2395,wikitext,NULL
Barking and Dagenham,640314875,12282007,earth,0,51.56,0.16,1000,NULL,NULL,GB,NULL,12282007,0,List_of_United_Kingdom_locations:_Ros-Rz,NA,0,0,0.712509574351,20201216213230,20201212172751,992328550,107792,wikitext,NULL
Barking and Dagenham,641576185,7349277,earth,1,51.532116,0.128294,1000,NULL,NULL,NULL,NULL,7349277,0,Barking_Rugby_Football_Club,NA,0,0,0.28950327351,20201218164801,20201218170027,982616367,5875,wikitext,NULL
Barking and Dagenham,641698914,2655921,earth,1,51.51666667,0.11666667,10000,adm3rd,NULL,GB,BDG,2655921,0,London_Riverside,NA,0,0,0.092718146122,20201216212627,20201102154551,932045638,5387,wikitext,NULL
Barking and Dagenham,641783377,24024185,earth,0,51.541584,0.113259,1000,landmark,NULL,GB,NULL,24024185,0,Dagenham_Roundhouse,NA,0,0,0.435710574131,20201228220816,20201228232606,973387880,11921,wikitext,NULL
Barking and Dagenham,642000366,12377789,earth,1,51.545,0.088,1000,landmark,NULL,GB,NULL,12377789,0,Barking_Park,NA,0,0,0.360070379136,20201216213233,20201216221634,975611572,5811,wikitext,NULL
Barking and Dagenham,642613115,63765139,earth,1,51.5358,0.0784,1000,landmark,NULL,GB,NULL,63765139,0,Barking_Town_Hall,NA,0,0,0.084587660848,20201216220702,20201203142121,992099049,6646,wikitext,NULL
Barking and Dagenham,642621458,28209558,earth,0,51.5478,0.15986667,200,landmark,NULL,NULL,NULL,28209558,0,East_London_derby,NA,0,0,0.138090763853,20201227224824,20210101031509,988254679,13040,wikitext,NULL
Barking and Dagenham,644375738,39953532,earth,0,51.538,0.173,1000,landmark,Beam Valley,GB,NULL,39953532,0,List_of_local_nature_reserves_in_Greater_London,NA,0,0,0.39030307656,20201216215051,20201019185648,979933638,183533,wikitext,NULL
Barking and Dagenham,644375739,39953532,earth,0,51.538,0.173,1000,landmark,Beam Valley (Environment Agency),GB,NULL,39953532,0,List_of_local_nature_reserves_in_Greater_London,NA,0,0,0.39030307656,20201216215051,20201019185648,979933638,183533,wikitext,NULL
Barking and Dagenham,644375758,39953532,earth,0,51.55,0.184,1000,landmark,The Chase - Barking,GB,NULL,39953532,0,List_of_local_nature_reserves_in_Greater_London,NA,0,0,0.39030307656,20201216215051,20201019185648,979933638,183533,wikitext,NULL
Barking and Dagenham,644375759,39953532,earth,0,51.558,0.184,1000,landmark,The Chase - Havering,GB,NULL,39953532,0,List_of_local_nature_reserves_in_Greater_London,NA,0,0,0.39030307656,20201216215051,20201019185648,979933638,183533,wikitext,NULL
Barking and Dagenham,644375775,39953532,earth,0,51.539,0.162,1000,landmark,Dagenham Village Churchyard,GB,NULL,39953532,0,List_of_local_nature_reserves_in_Greater_London,NA,0,0,0.39030307656,20201216215051,20201019185648,979933638,183533,wikitext,NULL
Barking and Dagenham,644375783,39953532,earth,0,51.552,0.177,1000,landmark,Eastbrookend Country Park,GB,NULL,39953532,0,List_of_local_nature_reserves_in_Greater_London,NA,0,0,0.39030307656,20201216215051,20201019185648,979933638,183533,wikitext,NULL
Barking and Dagenham,644375820,39953532,earth,0,51.54,0.108,1000,landmark,Mayesbrook Park,GB,NULL,39953532,0,List_of_local_nature_reserves_in_Greater_London,NA,0,0,0.39030307656,20201216215051,20201019185648,979933638,183533,wikitext,NULL
Barking and Dagenham,644375838,39953532,earth,0,51.545,0.13,1000,landmark,Parsloes Park Squatts,GB,NULL,39953532,0,List_of_local_nature_reserves_in_Greater_London,NA,0,0,0.39030307656,20201216215051,20201019185648,979933638,183533,wikitext,NULL
Barking and Dagenham,644375847,39953532,earth,0,51.521,0.115,1000,landmark,Ripple Nature Reserve,GB,NULL,39953532,0,List_of_local_nature_reserves_in_Greater_London,NA,0,0,0.39030307656,20201216215051,20201019185648,979933638,183533,wikitext,NULL
Barking and Dagenham,644375855,39953532,earth,0,51.529,0.134,1000,landmark,Scrattons Ecopark,GB,NULL,39953532,0,List_of_local_nature_reserves_in_Greater_London,NA,0,0,0.39030307656,20201216215051,20201019185648,979933638,183533,wikitext,NULL
Barking and Dagenham,644423661,50685148,earth,1,51.54760833,0.11145278,1000,NULL,NULL,NULL,NULL,50685148,0,West_Essex_F.C.,NA,0,0,0.913505575873,20201231100201,20201101173012,984711259,4595,wikitext,NULL
Barking and Dagenham,644431874,28092685,earth,0,51.5607,0.1557,10000,city,Barking and Dagenham,GB,NULL,28092685,0,List_of_London_boroughs,NA,0,0,0.545680492514,20201231005012,20201231012205,997329509,12930,wikitext,NULL
Barking and Dagenham,645631555,3674245,earth,1,51.54760833,0.11145278,1000,NULL,NULL,NULL,NULL,3674245,0,Barking_F.C.,NA,0,0,0.408988765416,20201216212727,20201216215006,967967067,8213,wikitext,NULL
Barking and Dagenham,646048406,48314924,earth,1,51.519108,0.114764,1000,railwaystation,NULL,GB,NULL,48314924,0,Barking_Riverside_railway_station,NA,0,0,0.180081986133,20210101005621,20201228153754,991300959,10507,wikitext,NULL
Barking and Dagenham,646056441,53297616,earth,1,51.528662,0.119833,1000,railwaystation,NULL,GB,NULL,53297616,0,Renwick_Road_railway_station,NA,0,0,0.999897113442,20210101005626,20201227034046,994129745,4466,wikitext,NULL
Barking and Dagenham,646070710,61005709,earth,1,51.52208,0.10431,1000,NULL,NULL,NULL,NULL,61005709,0,Barking_fire,NA,0,0,0.878855209065,20210101005638,20201227020602,948615132,7560,wikitext,NULL
Barking and Dagenham,647037833,24311469,earth,1,51.51561111,0.15344444,1000,NULL,NULL,NULL,NULL,24311469,0,Ford_Dagenham,NA,0,0,0.659875353222,20201227091736,20201227091807,996557940,13914,wikitext,NULL
Barking and Dagenham,647037834,24311469,earth,0,51.515,0.15305556,1000,landmark,NULL,NULL,NULL,24311469,0,Ford_Dagenham,NA,0,0,0.659875353222,20201227091736,20201227091807,996557940,13914,wikitext,NULL
Barking and Dagenham,647079434,29403275,earth,0,51.567,0.147,1000,NULL,NULL,NULL,NULL,29403275,0,Philip_Herbert_Carpenter,NA,0,0,0.7275401520249999,20201230172236,20201230173149,795675646,6771,wikitext,NULL
Barking and Dagenham,647251958,5464369,earth,1,51.54228,0.15553,5000,event,NULL,GB,NULL,5464369,0,Dagenham_East_rail_crash,NA,0,0,0.7067057369950001,20201216212843,20201217044407,992214232,5089,wikitext,NULL
Barking and Dagenham,647354233,39394137,earth,0,51.53930556,0.08169444,1000,railwaystation,Barkingside tube station,GB,NULL,39394137,0,London_Underground_stations_that_are_listed_buildings,NA,0,0,0.50863676709,20201216215021,20201118095906,968334164,71706,wikitext,NULL
Barking and Dagenham,647418262,46833675,earth,1,51.54760833,0.11145278,1000,NULL,NULL,NULL,NULL,46833675,0,Leyton_Athletic_F.C.,NA,0,0,0.509103266228,20201216215618,20201028000024,984711261,4419,wikitext,NULL
Barking and Dagenham,647481331,44328362,earth,1,51.517501,0.133805,1000,NULL,NULL,NULL,NULL,44328362,0,Rathbone_Place,NA,0,0,0.043450879285,20201216215454,20201216232731,935602108,3904,wikitext,NULL
Barking and Dagenham,647486483,65198785,earth,1,51.53377778,0.07533333,1000,NULL,NULL,NULL,NULL,65198785,0,East_End_Women's_Museum,NA,0,0,0.305143335572,20201216220755,20201208102312,987258301,9699,wikitext,NULL
Barking and Dagenham,647829762,92598,earth,0,51.53916667,0.08166667,1000,railwaystation,29 – Barking station,GB,NULL,92598,0,District_line,NA,0,0,0.561124513448332,20210101005333,20210101005513,996584117,67840,wikitext,NULL
Barking and Dagenham,647829763,92598,earth,0,51.53861111,0.10138889,1000,railwaystation,53 – Upney tube station,GB,NULL,92598,0,District_line,NA,0,0,0.561124513448332,20210101005333,20210101005513,996584117,67840,wikitext,NULL
Barking and Dagenham,647829764,92598,earth,0,51.54027778,0.12694444,1000,railwaystation,54 – Becontree tube station,GB,NULL,92598,0,District_line,NA,0,0,0.561124513448332,20210101005333,20210101005513,996584117,67840,wikitext,NULL
Barking and Dagenham,647829765,92598,earth,0,51.54166667,0.14694444,1000,railwaystation,55 – Dagenham Heathway tube station,GB,NULL,92598,0,District_line,NA,0,0,0.561124513448332,20210101005333,20210101005513,996584117,67840,wikitext,NULL
Barking and Dagenham,647829766,92598,earth,0,51.54444444,0.16555556,1000,railwaystation,56 – Dagenham East tube station,GB,NULL,92598,0,District_line,NA,0,0,0.561124513448332,20210101005333,20210101005513,996584117,67840,wikitext,NULL
Barking and Dagenham,647835456,358393,earth,1,51.54,0.08,1000,NULL,NULL,NULL,NULL,358393,0,"Barking,_London",NA,0,0,0.366181653629,20210101005335,20210101010700,996872058,36734,wikitext,NULL
Barking and Dagenham,647837833,425816,earth,1,51.5444,0.1656,1000,railwaystation,NULL,GB,NULL,425816,0,Dagenham_East_tube_station,NA,0,0,0.068795357397,20210101005336,20210101010814,983379392,9208,wikitext,NULL
Barking and Dagenham,647840439,558736,earth,1,51.5757,0.144,1000,NULL,NULL,NULL,NULL,558736,0,Chadwell_Heath,NA,0,0,0.512055074569,20210101005338,20210101011615,992163069,20046,wikitext,NULL
Barking and Dagenham,647840449,548994,earth,1,51.5393,0.0817,1000,railwaystation,NULL,GB,NULL,548994,0,Barking_station,NA,0,0,0.140179497255,20210101005338,20210101010941,993596596,20622,wikitext,NULL
Barking and Dagenham,647842060,10708469,earth,1,51.5583,0.1342,1000,NULL,NULL,GB,NULL,10708469,0,Valence_House_Museum,NA,0,0,0.939203171325,20210101005455,20210101031017,993063206,7801,wikitext,NULL
Barking and Dagenham,647842610,641253,earth,1,51.52611,0.14638,1000,railwaystation,NULL,GB,NULL,641253,0,Dagenham_Dock_railway_station,NA,0,0,0.703655035563,20210101005338,20210101024708,992135916,6807,wikitext,NULL
Barking and Dagenham,647842612,641007,earth,1,51.54166,0.14694,1000,railwaystation,NULL,GB,NULL,641007,0,Dagenham_Heathway_tube_station,NA,0,0,0.305506035362,20210101005338,20210101012426,981189481,3742,wikitext,NULL
Barking and Dagenham,647842641,642322,earth,1,51.54027778,0.12666667,1000,railwaystation,NULL,GB,NULL,642322,0,Becontree_tube_station,NA,0,0,0.505628204674,20210101005338,20210101020022,993860937,14282,wikitext,NULL
Barking and Dagenham,647842642,642324,earth,1,51.53861,0.10138,1000,railwaystation,NULL,GB,NULL,642324,0,Upney_tube_station,NA,0,0,0.132090806091,20210101005338,20210101012426,981359630,3375,wikitext,NULL
Barking and Dagenham,647866426,1827198,earth,1,51.555,0.157,10000,city,NULL,GB,BDG,1827198,0,Dagenham_(UK_Parliament_constituency),NA,0,0,0.27396492373,20210101005401,20210101015750,970766364,33953,wikitext,NULL
Barking and Dagenham,647884488,3273911,earth,1,51.53430556,0.09944444,1000,landmark,NULL,GB,BDG,3273911,0,Eastbury_Manor_House,NA,0,0,0.41781812147,20210101005420,20210101020752,960875001,5560,wikitext,NULL
Barking and Dagenham,647898544,4902596,earth,1,51.5163,0.0957,400,landmark,NULL,GB,NULL,4902596,0,Barking_Creek,NA,0,0,0.605527721516,20210101005438,20210101024325,975202351,2673,wikitext,NULL
Barking and Dagenham,647902687,5241674,earth,1,51.593,0.1448,1000,NULL,NULL,NULL,NULL,5241674,0,Marks_Gate,NA,0,0,0.510764985038,20210101005439,20210101024326,928665810,3148,wikitext,NULL
Barking and Dagenham,647909034,5852301,earth,1,51.5228,0.1124,1000,NULL,NULL,NULL,NULL,5852301,0,Barking_Riverside,NA,0,0,0.970009382985,20210101005448,20210101020739,992033289,13196,wikitext,NULL
Barking and Dagenham,647909047,5852442,earth,1,51.525353,0.143144,1000,NULL,NULL,NULL,NULL,5852442,0,Dagenham_Dock,NA,0,0,0.049880613286,20210101005448,20210101024900,973657870,4342,wikitext,NULL
Barking and Dagenham,647909768,5454569,earth,0,51.51666667,0.15,1000,NULL,NULL,NULL,NULL,5454569,0,Wind_power_in_the_United_Kingdom,NA,0,0,0.910343421192,20201229085528,20201229085524,996947983,148766,wikitext,NULL
Barking and Dagenham,647912330,6489917,earth,1,51.5478,0.15986667,200,landmark,NULL,NULL,NULL,6489917,0,"Victoria_Road,_Dagenham",NA,0,0,0.01934911934,20210101005449,20210101005652,984240474,7439,wikitext,NULL
Barking and Dagenham,647915720,7267545,earth,1,51.535556,0.075278,1000,NULL,NULL,GB,NULL,7267545,0,Barking_Abbey,NA,0,0,0.938637786766,20210101005451,20210101021053,995327267,27459,wikitext,NULL
Barking and Dagenham,647988895,9260522,earth,1,51.5169,0.0991,1000,NULL,NULL,NULL,NULL,9260522,0,Creekmouth,NA,0,0,0.391251287693,20210101005455,20210101030439,992286717,7194,wikitext,NULL
Barking and Dagenham,648074264,15952079,earth,1,51.528239,0.107597,1000,NULL,NULL,NULL,NULL,15952079,0,Thames_View_Estate,NA,0,0,0.612118811508,20210101005500,20210101005705,993252384,2256,wikitext,NULL
Barking and Dagenham,648141696,18635218,earth,0,51.536,0.077,10000,city,Barking,GB,NULL,18635218,0,List_of_districts_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.215681779834,20210101005504,20210101030247,992115699,6987,wikitext,NULL
Barking and Dagenham,648141697,18635218,earth,0,51.521,0.109,10000,city,Barking Riverside,GB,NULL,18635218,0,List_of_districts_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.215681779834,20210101005504,20210101030247,992115699,6987,wikitext,NULL
Barking and Dagenham,648141698,18635218,earth,0,51.548,0.142,10000,city,Becontree,GB,NULL,18635218,0,List_of_districts_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.215681779834,20210101005504,20210101030247,992115699,6987,wikitext,NULL
Barking and Dagenham,648141699,18635218,earth,0,51.563,0.152,10000,city,Becontree Heath,GB,NULL,18635218,0,List_of_districts_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.215681779834,20210101005504,20210101030247,992115699,6987,wikitext,NULL
Barking and Dagenham,648141700,18635218,earth,0,51.533,0.122,10000,city,Castle Green,GB,NULL,18635218,0,List_of_districts_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.215681779834,20210101005504,20210101030247,992115699,6987,wikitext,NULL
Barking and Dagenham,648141701,18635218,earth,0,51.575,0.144,10000,city,Chadwell Heath,GB,NULL,18635218,0,List_of_districts_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.215681779834,20210101005504,20210101030247,992115699,6987,wikitext,NULL
Barking and Dagenham,648141702,18635218,earth,0,51.519,0.099,10000,city,Creekmouth,GB,NULL,18635218,0,List_of_districts_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.215681779834,20210101005504,20210101030247,992115699,6987,wikitext,NULL
Barking and Dagenham,648141703,18635218,earth,0,51.539,0.142,10000,city,Dagenham,GB,NULL,18635218,0,List_of_districts_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.215681779834,20210101005504,20210101030247,992115699,6987,wikitext,NULL
Barking and Dagenham,648141704,18635218,earth,0,51.521,0.146,10000,city,Dagenham Riverside,GB,NULL,18635218,0,List_of_districts_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.215681779834,20210101005504,20210101030247,992115699,6987,wikitext,NULL
Barking and Dagenham,648141705,18635218,earth,0,51.593,0.144,10000,city,Marks Gate,GB,NULL,18635218,0,List_of_districts_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.215681779834,20210101005504,20210101030247,992115699,6987,wikitext,NULL
Barking and Dagenham,648141706,18635218,earth,0,51.562,0.171,10000,city,Rush Green,GB,NULL,18635218,0,List_of_districts_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.215681779834,20210101005504,20210101030247,992115699,6987,wikitext,NULL
Barking and Dagenham,648141707,18635218,earth,0,51.529,0.104,10000,city,Thames View,GB,NULL,18635218,0,List_of_districts_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.215681779834,20210101005504,20210101030247,992115699,6987,wikitext,NULL
Barking and Dagenham,648141708,18635218,earth,0,51.540469,0.098814,10000,city,Upney,GB,NULL,18635218,0,List_of_districts_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.215681779834,20210101005504,20210101030247,992115699,6987,wikitext,NULL
Barking and Dagenham,648143466,2107474,earth,1,51.5627,0.15129,100,edu,NULL,GB,NULL,2107474,0,"All_Saints_Catholic_School,_Dagenham",NA,0,0,0.74431654716,20201216212557,20201209202014,991840991,6590,wikitext,NULL
Barking and Dagenham,648171807,3542396,earth,1,51.54262,0.1015,100,edu,NULL,GB,NULL,3542396,0,Barking_Abbey_School,NA,0,0,0.421035513554,20201231232121,20201231232142,997524700,8429,wikitext,NULL
Barking and Dagenham,648173561,25739871,earth,1,51.533328,0.122395,1000,NULL,NULL,NULL,NULL,25739871,0,"Castle_Green,_London",NA,0,0,0.9173003429030001,20210101005528,20201227032303,982096396,3502,wikitext,NULL
Barking and Dagenham,648179955,26232328,earth,1,51.537,0.0785,1000,NULL,NULL,NULL,NULL,26232328,0,Barking_Market,NA,0,0,0.070222478486,20210101005531,20201227032304,980584784,3212,wikitext,NULL
Barking and Dagenham,648180124,26358968,earth,0,51.5445,0.0836,1000,NULL,Barking War Memorial,NULL,NULL,26358968,0,List_of_public_art_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.963095846557,20210101005531,20201229105150,956407816,6727,wikitext,NULL
Barking and Dagenham,648180125,26358968,earth,0,51.5409,0.0829,1000,NULL,The Catch,NULL,NULL,26358968,0,List_of_public_art_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.963095846557,20210101005531,20201229105150,956407816,6727,wikitext,NULL
Barking and Dagenham,648180126,26358968,earth,0,51.53775,0.07232,1000,landmark,NULL,GB,BDG,26358968,0,List_of_public_art_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.963095846557,20210101005531,20201229105150,956407816,6727,wikitext,NULL
Barking and Dagenham,648180127,26358968,earth,0,51.5353,0.0776,1000,NULL,Statue of Job Drain,NULL,NULL,26358968,0,List_of_public_art_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.963095846557,20210101005531,20201229105150,956407816,6727,wikitext,NULL
Barking and Dagenham,648180128,26358968,earth,0,51.5399,0.1614,1000,NULL,Dagenham Village War Memorial,NULL,NULL,26358968,0,List_of_public_art_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.963095846557,20210101005531,20201229105150,956407816,6727,wikitext,NULL
Barking and Dagenham,648198031,30037778,earth,1,51.53972222,0.16194444,1000,landmark,NULL,GB,BDG,30037778,0,"St_Peter_and_St_Paul,_Dagenham",NA,0,0,0.492543820335,20210101005542,20201227015902,995732271,9721,wikitext,NULL
Barking and Dagenham,648248719,40197998,earth,0,51.534343,0.099398,1000,landmark,Eastbury Manor House,GB,NULL,40197998,0,Grade_I_and_II*_listed_buildings_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.012660761504,20210101005605,20201227035248,946077798,6015,wikitext,NULL
Barking and Dagenham,648248720,40197998,earth,0,51.534416,0.099834,1000,landmark,Garden walls of Eastbury Manor House,GB,NULL,40197998,0,Grade_I_and_II*_listed_buildings_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.012660761504,20210101005605,20201227035248,946077798,6015,wikitext,NULL
Barking and Dagenham,648248721,40197998,earth,0,51.535546,0.075748,1000,landmark,Parish Church of St Margaret,GB,NULL,40197998,0,Grade_I_and_II*_listed_buildings_in_the_London_Borough_of_Barking_and_Dagenham,NA,0,0,0.012660761504,20210101005605,20201227035248,946077798,6015,wikitext,NULL
